,Класс,Текст
280,0,всем привет уже долго время я мучаюсь от акне и постакне я уже устала от этого всего очень хочется красиво краситься но практически все тональные крема не перекрывают мое акне и я уже отчаялась но раз я узнала о таком тональном креме как у этого тонального крема было очень много хвалебных отзывов многие говорили что этот крем прекрасно перекрывает акне и постакне именно поэтому я и взяла данный крем тональный крем сведения тип тональный кремобъем млстоимость годности годастрана франциятип кожи для всех типов кожиоттенок описание от производителя матирующий тональный крем инфаибль мат кавер часа работает на твою кожу и заметно улучшает ее состояние он создает стойкое ровное матовое покрытие без эффекта маски формула с ниацинамида в составе выравнивает тон кожи и маскирует все виды кожных несовершенств невесомая текстура матирующего тонального крема легко наносится и равномерно распределяется на коже стойкий тональный крем матовое покрытие держится в течение всего дня ощущается ультралегким и дышащим на первую очередь мне понравилось то что этот тональный крем имеет матовое покрытие известно что матовое покрытие идеально подходит для жирной кожи моя кожа на данный момент жирного типа также мне понравилось наличие данный фактор защищает кожу от солнечных лучей и соответственно подходит для летнего времени года внешний вид тональный крем находится в небольшом тюбике на этом тюбике расположена информация о тональном креме только здесь находится краткая информация о нем тональный крем часть представлена брендом тональный крем представлена в черном цвете на ней находится бренд крема тональный крем представлен в черном цвете сам по себе он вытянутый тональный крем тональный крем оборотной стороне тюбика расположена вся информация о тональном креме тональный крем здесь находится наклейка с русской информацией о тональном креме тональный крем кожа и ожидания от крема как я уже выше упомянула моя кожа очень проблемная на моей коже присутствуют все прелести проблемной кожи а именно акне и постакне черные точки на данный момент свой тип кожи я бы назвала комбинированным ближе к жирному на коже нет выраженных крема я хочу получить матовое чтобы кожа не сохла и не появилось новых чтобы крема хватило на долгое чтобы крем стойко держался весь чтобы крем не стягивал чтобы крем не вызывал новых воспалений и раздражений органолептические свойства консистенция крема мне показалась достаточно густой и очень плотной она вовсе не текучая консистенцияцвет бежевый ближе к оранжевому аромат косметический довольно приятный применение перед первым применением тонального крема я его встряхнула и затем небольшое количество крема я нанесла на лицо наносила сначала пальцами а потом проходилась спонжем наносила кстати массирующими движениями крем использую около раз в неделю хожу с тональным кремом около часов результат и общие впечатления этот тональный крем прекрасно перекрывает даже самое сильное акне благодаря этому крему тон кожи очень сильно выровнялся было такое чувство что акне и постакне у меня на лице даже и нет так хорошо мое акне не скрывал никакой тональный крем поэтому меня это очень удивило до использования тонального крема после использования тонального кремано после этого крема моя кожа очень сильно подсохла то есть из типа кожи моя кожа стала сухой и обезвоженной более того а моем лице появилось огромное количество шелушений а еще кожа стала очень также после использования тонального крема я заметила что на лице стали появляться маленькие белые прыщики они конечно проходили очень быстро но за собой оставляли постакне а от постакне избавляться мне очень тяжело помимо этой проблемы на лице появились раздражения которые вызывали сильный зуд при крема хорошая но эта сухость все портит поскольку тон выглядит с этой сухостью очень некрасиво плюсы бюджетная стоимостьперекрывает акне и постакне минусы вызывает сильную сухость и шелушениявызывает воспаления и раздражениякожа становится стянутой тональный крем тональный крем прекрасно скроет любое акне но если ваша кожа жирная то с использованием этого крема она станет очень сухой и стянутой также крем вызывает воспаления и раздражения не рекомендую крем к приобретениею
325,0,всем доброго дня нашумевший среди визажистов тон оказался не таким уж и идеальным решила купить его и я разочаровалась тон ложится неплохо и даже какое то естественное сияние даёт но стойкость у него максимум часа дальше все плывет и покрывается лицо тональными хлопьями на носу остается только лишь название от тона не у меня комби склонна к жирности общем лучше взять какой нибудь артдеко или паэсе
330,0,приобрела в золотом яблоке прочитав здесь отзывы все таки решилась думала ладно не пойду в магазин вроде здесь люди с достаточно белой кожей а оказалось не это стоило тональный крем в оттенке нанесла на руку и моему ужасу не было предела во первых его подтон однозначно желтый может он и подойдёт для светлых девушек но загорелых у которых кожа все таки желтая в моем случае кожа холодная розовая он мне не подошел во вторых перекрывает он средне не легкий и не плотный вполне хорошо водостойкий обычной водой его не смыть ложиться вполне хорошо для кого подойдёт скорее всего для обладательниц комбинированной кожи моя кожа сильно сухая с шелушениями и различными высыпаниями вообщем дорогие мои белоснежки а точнее вампиршы данный тональный крем не подойдёт даже очень светлый из этой посоветовать взять тональный от оттенок слоновая кость вот он идеально сочетается с моей кожей но он легкий и плохо перекрывает так же не подходит сухой кожи всем удачи и поиска того самого знаете очень светлые и недорогие пожалуйста поделитесь в
333,0,тональными средствами я пользуюсь всегда и вот однажды у меня оказался тональный крем была акция в магазине при покупке средств третье было за рубль средством за рубль у меня и оказался тональный крем тон я купила тональный крем упаковка представлена тубой с откручивающейся крышечкой крем сильно пачкает крышечку что внутри что снаружи очень быстро тюбик теряет свой привлекательный средства я всегда наношу руками но с этим тональным кремом возникают трудности очень он жидкий напоминает воду при нанесении руками слой получается имеет свойство подчёркивать имеющиеся шелушения и морщинки явные недостатки кожи практически не замаскировывает консистенция тонального средствастойкости практически никакой запах у тонального средства очень странный такое ощущение что срок годности прошел но он общем что могу отметить для меня тональный крем полное разочарование
342,0,очень люблю уж косметику от но этот тон меня уж немного разочаровал кожа у меня жирная и для меня не новость когда тон скатывается через часов но этот тон что с пудрой что с хорошей подготовкой кожи скатывается и желтит уже через часа подчёркивает все шелушения ложится маской что аж побыстрее смыть хочется но всё таки радует что пусть с оттенком я прогадала но тон подстраивается под цвет кожи и не так желтит как изначально за свои деньги тон хороший но я как человек перепробовший почти всю линейку тональных средств от такого еще не видела в общем ожидания мои не оправдал для жирной кожи не советовала бы
353,0,макияж без макияжа и пустая трата денег с таким я не сталкивалась очень давно упаковка у тонального крема приятная пудового оттенка в минималистичном дизайне с софт тач покрытием объем у меня это оттенок аромат у тона очень сильный с парфюмерной отдушкой напоминающий духи винтажной бабушки а теперь о покрытии да тон матовый но как же он ужасен не смотря на плотную текстуру при нанесении никакой плотности нет покрытие очень лёгкое совсем не заметное если у вас есть покраснения прыщи несовершенства то вам он ничего не перекроет вообще пробовала наносить спонжем и кистью эффект один тона на лице просто нет у меня жирная кожа и матовые покрытия спасение для меня но даже с пудрой тон начинает пропускать живой блеск спустя часа а это не нормально для матового покрытия в процессе носки тон окисляется любые кремовые средства нанесенные по верх него тут же его проедают румяна контур хайлайтер чтобы получить хоть малейшее покрытие придется наносить его в слоя из плюсов розовый подтон хорошая палитра цветов красивая упаковка все не смотря на свою бюджетную стоимость он не достоин даже этих денег в бюджете есть много классных тональных основ о которых я уже говорила и буду говорить
358,0,всем в магазин сети лэтуаль за тональным средством и обнаружила что из за санкций многие средства ушли с рынка смотрю люкс выбираю оттенок который мне нужен подходит молодая девушка продавец с какой же настойчивостью она меня отводила от люкса и предлагала мне средства бюджетного бренда лореаль что я купила тональный крем за товар тональный крембренд совершенное слияние место покупки лэтуаль цена рублей как говорится знала что не стоит основывать свой выбор на мнении молодой девушки с идеальной но вроде тем более средство бюджетнее чем я планировала купить предлагает может у них бонусы от упаковка выглядит достаточно красиво и не бюджетно если не знать стоимость хорошая качественная бутылочка подукаадратной формы с этикеткой и хорошим дозатором есть гарантия первого открывания и холостые пшики были после вскрытия на этикетке максимально много информации но мне она не особо интересна плюс ко всему какая то путаница с тонами как то тут много букв и цифр тут сложно понять что за тон и подтон для меня было важно чтобы тон не уходил в розовый и не окислялся дело в том что мне лет и на щеках есть покраснения если тон с розовым оттенком то я превращаюсь в помидор ещё до того как средство окислиться на моей коже производитель обещал мне идеальный тон а консультант полное слияние тона с кожей дозатор удобный но средство очень жидкое поэтому нажимать нужно не сильно иначе можно облиться этим я не знаю как я выбирала оттенок тонального крема и как мне его советовал консультант но средство очень желтит и оттенок похож на те которыми мы пользовались в те диалекте когда шею прикрывали платками и ходили в кожанках теперь становится ясна задумка той моды потому что если снять шарф то создаются впечатление что лицо побывало в солярии отдельно от всего тела распределяется она достаточно хорошо но опять же текстура именно та которую мы распределяли руками по всему лицу включая брови и губы это то самое время когда на тональный крем на губах наносили блеск для губ а брови рисовали как не посмотреть оттенок отличается от моей кожи плюс ко всему он все равно окисляется финиш у крема не матовый и не глянцевый кажется что сверху ещё нанесли пудру переход виден даже если нанесли крем на шею и уши причём тон подчёркивает морщины и все несовершенства кожи таким тоном можно пользоваться только если вы идете в ночной клуб где темно при ярком цвете он выглядит просто ужасно видны даже пугклвые волоски на щеках плюс ко всему крем подчёркивает морщины и забивается в поры сушит кожу просто безжалостно под него можно слоем нанести плотный питательный или увлажняющий крем а затем базу даже под силиконовой базой он выглядит не очень пачкает все невозможно даже прислониться к мужу он оставляет следы я вспоминаю свои студенческие годы когда все было запачкано тональным кремом включая воротники и шарфы смывается от сложно мне помогает эта я использовала его два раза и отправилась снова за покупкой тонального крема другого бренда не рекомендую
373,0,очень популярный тональный крем но оправдана ли эта популярность я считаю нет и еще раз нет цена также как и известность этого тонизирующего средства не оправдана средство сильно подчеркивает сухость и недостатки кожи это просто ужас как заявлено тональный крем должен увлажнять а этот фактически наоборот ее сушит ложится кусками и скатывается к концу дня в целом этот крем никому не порекомендую
377,0,решила попробовать новое и купила тон вивьен сабо в оттенке покупала в элизэ но к сожалению не помню цену упаковка пластиковый флакон с тональным средством и удобной помпой однако при использовании на крышке и на помпе остаются следы от тонального крема пластиковая крышка хлипкая и уже через пару дней после покупки появились трещины объём мл производитель франция упаковка трещина на крышкепри нанесении тон выглядит достаточно хорошо выравнивает цвет лица перекрывает мелкие недостатки и не забивается в поры красивый финиш для меня оказался немного темноват но это не так страшно тон но примерно через пару часов с тоном начинает происходить магия становятся видны все шелушения на коже начинает западать в сладки поры слезает с носа и подбородка а лицо становится похожим на жирный блинчик пудру не использую еще раз не куплю
385,0,видимо на волне популярности основы бренд расширил линейку тонов и запустил в продажу средство с матирующим эффектом его мне очень рекомендовала продавец как легкий тон в очень светлом оттенке давайте разбираться тональная основа с ничто не помешает тебе создать макияж без лишнего блеска и при этом выглядеть свежо и естественно в составе абсорбирующие пигменты которые обеспечивают стойкий матовый эффект и салициловая кислота уменьшающая мелкие покраснения и воспаления текстура тональной основы легко подстраивается под тон кожи мягко обволакивает ее словно вуалью создавая идеальное покрытие забудь о несовершенствах с у тебя всегда ухоженный образ чтобы основа распределялась равномерно обязательно встряхни флакон перед меня кожа жирная и пористая поэтому я логично заключила что основа должна мне подойти хотя бы по этому пункту упаковка только с голубой крышкой пластиковый флакон с узком носиком тональная основа пошло не так уже на этапе первой встряски флакон рекомендуется встряхивать перед применением крема так как носки основательно пачкается и внутренняя поверхность тоже выглядит очень неопрятно такое у меня было и с тоном кстати тональная основа ни о каких путешествиях с этим тоном речи нет я храню его на столике в вертикальном положении консистенцияэто не крем а жидкий даже текучий флюид но при этом его текстура не лишена пластичности он хорошо распределяется пальцами или влажным спонжем кистью не пробовала подозреваю что может полосить тональная основа по ощущениям без липкости и положили много этот тот случай когда даже тонкий слой продукта оказывается очень кроющим тональная основа меня самый светлый я бы описала его как светлый нейтральный беж не могу назвать его вариантом для белоснежек даже себе я бы предпочла оттенок чуть светлее но производители особо не балуют тональная основа впечатление и макияжсразу после нанесения тон выглядит действительно матовым словно кожу основательно припудрили поры смотрятся чуть выразительнее обычного косметика на лице считывается его видно сразу после нанесенияпри этом лежит неплохо не забивается никуда и пушок не подчеркивает сразу после нанесенияпросто я от такого отвыкла так как последнее время покупаю легкие средств с живым покрытием по сравнению с ними этот товарищ выглядит замазкой сразу после нанесенияно в течение пятнадцати минут он усаживается и приобретает натуральный финиш я не использовала сияющую пудру или спрей для усадки процесс запустился сам по себе через минуттак он мне нравится гораздо больше лицо выглядит живее и естественнее через минутна лице тон не ощущается волосы к нему не липнут и на экране телефона отпечатков не мои с ним дружат может неравномерно лечь на суховатые участки что является ожидаемым явлением от матирующего средства если лучше воспользоваться увлажняющей базой заранее но моя кожа сейчас в таких примочках не нуждается крем хорошо распределяется по моему привычному уходовому сожалению после усадки покрытие выглядит красивым часа два оно стремительно меняется появляется заметный блеск и гротескность на рельефных участках через три часапоры выглядят еще более выраженными кожа в целом смотрится усталой и то жизни это выглядит так словно я постарела на десяток лет за три часа через три часаокисления самого оттенка нет тут уже изменилось салфетки спасают только ситуацию с блеском излишне выделенный рельеф сам по себе уже никуда не денется остается только смыть глаз кстати он выглядит отлично весь день в морщинки не забивается не скатывается и кожу не сушит тональная основа на подбородке уже через полтора часа после нанесения творится то дичь иначе описать этот ужас у меня не получается через полтора часакожа словно подсохла и пигмент забился во все шелушения перед нанесением ничего такого не было и так каждый раз не было ни дня чтобы тон там не вызвал такую визуальную закреплять его пудрой частично и все лицо полностью но пудра только сдерживает появление блеска а рельеф все равно начинает сильно проявляться доступная легкая хорошая кроющая способность неудачная тон видно в подчеркивает текстура сушит кожу под губой и скатывается на подбородке новинка мне не понравилась то негативные впечатления и эмоции она мне подарила помучилась я месяц и решила что такому средству не место в моей косметичке
390,0,всем привет и большое спасибо что заглянули ко мне в отзыв первые фото нового крема и сразу поняла что мне надо не стала даже дожидаться пока его до нас оффлайн довезут и зря заказала сразу как только он появился на хотя нашу белорусскую косметику я предпочитаю брать оффлайн в физических магазинах но здесь совсем невтерпёж было и посредством заказа с я выиграла пару внешний видупаковкавыглядит симпатично мне нравится и общая нюдовая гамма и градиент от прозрачного к бежевому нравится что сразу видно количество тона нравится что упаковка стеклянная и тяжёленькая ощущается добротно вся необходимая информация о продукте упаковка оснащена помповым механизмом я очень люблю такой формат в тональных средствах удобно и гигиенично новинки состав срок годности отдушка стоимостьмасса годности после вскрытия не отдушке пахнет детским кремом и достаточно интенсивно я пр нанесении долго чувствую аромат и мне не очень и то самый дорогой тон в линейке палитравсего в линейке оттенка тон оттенок и личный опыт использования тонестественно я взяла самый светлый оттенок в линейке то бишь оттенок вообще у меня были тональные средства до этого и я всегда брала самый светлый оттенок но тот же тон в самом светлом оттенке для меня был сильно жёлтый этот по идее подстраивается под тон кожи но у меня были сомнения здесь кстати видны те самые инкапсулированные пигментыи сомнения оказались не напрасны оттенок тоже желтит и для белоснежек не подойдёт однозначно я хоть и не совсем светлая но с этим тоном первый раз в жизни услышала что у меня лицо сильно темнее шеи короче для меня этот тон разве что с автозагаром на шее носить в плотном свотче вообще рыжий при распределении получше становитсятекстура у меня тоже вызывает вопросы сразу при выдавливании крем белоснежный но при распределении он меняет свой оттенок производитель рекомендует изначально распределить пальчиками тон дабы оттенок лучше подстроился а потом уже завершить нанесение любым удобным инструментом пальцы кисть спонж и т д в теории очень интересно здорово и классно но как мы уже выяснили оттенок не подстраивается слева свежий свотч справа ближе к часам свотч спустя минут тон не окисляется но лежит текстура здесь очень сложная в работе крем очень очень плотный но он плотный не в плане степени перекрытия а в плане текстуры это как будто жирный спф в самом худшем его проявлении но при этом в него ещё пудры добавили его очень тяжело распределять по лицу приходится прям тянуть а это для кожи не сказать чтобы слишком полезно было но даже и так тон плохо распределяется ложится полосами и разводами обратите внимание на боковую часть лица разводы прям очень сильно видны и это при том что я его минут распределяла новый тональный крем кожа с тоном сразу после этого он просто кошмарно подчёркивает малейшие несовершенства и шелушения даже там где их казалось бы и не было с этим тоном они магическим образом появляются да и вообще тон очень плотный и существует отдельно от кожи я не могу сказать что он лежит прям маской нет это другое но лежит так что хочется его убрать сейчас у меня очень много следов от высыпаний скажем на подбородке и вы просто посмотрите что делает тон с кожей только нанесла тонфиниш бархатистый вообще я такое люблю но в данном случае слишком много всяких но вот вам ещё парочка макро если смотреть очень сильно издалека то вроде ничего и перекрывает неплохо заявленная средняя плотность имеется до плотной достроить можно кожа до нанесения тона кожа с тоном сразу после если смотреть вблизи чем дольше смотришь тем больше разочаровываешься только нанесла тон только нанесла тон тон фиксируется и достаточно быстро из плюсов то что он не отпечатывается на телефоне и одежде из минусов то что высыхает он в пудру и поверх него очень плохо ложатся сухие продукты тяжело распределяются залипают пятнят и ложатся так что само лицо тональный крем и сухая коррекция как будто бы вообще в параллельных измерениях существует всё по отдельности и воедино картинка не склеивается только нанесла тон добавила сухих продуктовмакияж с тоном и сухой коррекцией мне вообще не нравится результат и дело не в сухих продуктах ибо с любым другим моим тоном они работают превосходно и никаких нареканий не вызывают добавила сухих продуктовв плане носкости так сказать комментировать особо нечего да он фиксируется да он стойкий да кожа с ним долго матовая но только какой в этом смыл если мне изначально не нравится результат часов макияжу часов спустямои макияжи с этим тономя конечно сделала несколько макияжей в попытках подружиться с кремом но каждый раз рука непроизвольно тянулась к другому что ещё использовала для макияжей восхитительная палетка для губ помада в отзыве другой оттенок красная тушь для ресниццветные каялы для слизистойподложка фиолетовая под тенивыводя очень хотела подружиться с этим тоном но увы и ах мне вообще не нравится тот результат что я с ним получаю да можно предварительно увлажнить кожу жирнющим кремом можно плясать с бубнами ждать полной луны и минут размазывать этот крем по лицу пытаясь избавиться от разводов но даже если заморочиться получается далеко не лучший результат вообще если не брать провалы по оттенкам то я наверное даже и не вспомню тон который бы настолько плохо лежал к моему большому сожалению вообще никак не могу порекомендовать разве что вы очень хотите нечто что ощущается как смесь самого жирного в мире крема спф с пудрой и выглядит примерно спасибо за внимание отличного настроения и хорошего дня отзывов и макияжей смотрите в моём инстаграмме и профиле на сайте
394,0,всем привет раньше этот тон рекомендовали все бьюти эксперты и визажисты понятное дело большой обьем низкая цена но слишком много но при всех плюсах минусов гораздо больше тон по цвету не очень подходит нашим девушкам тк имеет серый подтон смотреться не очень лицо имеет земленистый оттенок часто можно нарваться на подделку из за низкой цены это в основном известные течении дня может сползать даже на сухой выглядит только зимой летом это эффект жирного блина на лице обязательно фиксация с пудрой большого обьема срок годности выходит прежде чем вы его закончите на а год использования израсходовано примерно тюбика содержит силиконы обязательно смывать гидрофильным маслом иначе вся кожа будет в комедонах ну и пару плюсовхорош для зрелой кожи если угадать с оттенком дешевыйбольшой обьем данным тоном пользовалась около года потом нашла аналог в белорусской версии но более адаптированный под наш цвеиотип и который можно носить как летом и зимой поэтому отказалась от силиконов в
396,0,привет всем читателям моих история о том что я не смогла воврмя отличить тональный фирменный крем от разгадка прям перед носом на озон тональный крем когда пришел так обрадовалась что отхватила за прям один в один как у мебейбилин я даже не обратила внимание а теперь внимание посмотрите на верхнюю надпись внимание где названиекачествовот тут меня сразу и озадачило крем оказался грязнного песочного цвета как будто его с чем то смешали цвет грязный но слава богу это не отразилось на консистенции а только на цвете цвет от тональный крем который идеально подстраивается под тон кожи легко наносится создавая тонкий дышащий слой благодаря витамину е и арагановому маслу тональный крем питает и увлажняет кожу прозрение где и вот тут то я и обратила внимание что в названии нет то что весь остальной дизайн точь как у хорошего тонального крема ну чтож придется пожинать плоды своей невнимательности пользоваться этим нифига извините не тонкий дышащий слой по качеству ничего особенно плохого я не заметила но он тяжелее и это реплика китайбуду теперь на этот от на в то время как настоящий стоит от хорошего настроения и с наступающим рождеством
401,0,в который раз я разочаровываюсь от косметики этого бренда больше не буду экспериментировать такая реклама этого тонального прям идеальный по мнению визажистов социальный решила я его приобрести начну с упаковки нет никакой коробки или хотя бы защитной мембраны что в летуаль что в ривгош непонятно пробник это или не вскрытая упаковка в итоге консультант достал мне его из выдвижного шкафчика чтоб уж наверняка сам тон жидкий но я наоборот люблю жидкие тона так как они легче распределяются перед покупкой да и во время пользования я не знала что тон с салициловой кислотой поняла это когда моя кожа стала просто ужасно шелушиться маскировки не ждите особой матовости тоже скорее натуральный финиш с выравниванием тона не некоторое время становится виден на лице возможно подойдёт обладателям жирной несколько недель как я перестала пользоваться этим тоном но моя кожа до сих пор не восстановилась
